飞书路径	类型	Token	名称	状态
云空间/莱讯科技/公司内部资料/软著的立项资料/2025年/煤棚货车追踪系统-LD、STL代码.docx	file	VzbfbyXwGoJRNQxhscFcr1qMnNb	煤棚货车追踪系统-LD、STL代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2025年/煤棚倒运车追踪系统用户手册.docx	file	Jdkgbrt2uoJSNTxGd0xcI6sjnIg	煤棚倒运车追踪系统用户手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2025年/煤棚倒运车追踪系统申请表.docx	file	B8UfbJ5jco2FdTxF0IBc7wOZnee	煤棚倒运车追踪系统申请表.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2025年/煤棚倒运车追踪系统-LD、STL代码.docx	file	IoHYb5rUSoY6WWxf4jzcTWY0n2d	煤棚倒运车追踪系统-LD、STL代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2025年/库移量衡系统申请表.docx	file	DhFsbEwUyoxwpNxHDH0clBRIn0f	库移量衡系统申请表.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2025年/库移量衡系统操作手册.docx	file	NRsUbSeuCoVCCZxEZYycnvG5ntT	库移量衡系统操作手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2025年/库移量衡系统-LD、STL代码.docx	file	OT7RbRcHko1sGmxaVcXcMIpNnJg	库移量衡系统-LD、STL代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2025年/仓联智控平台申请表.docx	file	G4cub2qEeowDkaxghudcRWtinee	仓联智控平台申请表.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2025年/仓联智控平台操作手册.docx	file	BuGnb1DozoStatxDbQEcfd2ZnHg	仓联智控平台操作手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2025年/仓联智控平台-LD、STL代码.docx	file	G5TVbWEXqos5o5x2hGBcAak5nBe	仓联智控平台-LD、STL代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-11-21/设备设施管理系统-使用手册.docx	file	QZ5vba8IgoUZy9xelMLclx1pnKe	设备设施管理系统-使用手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-11-21/材料采集表-设备设施管理系统.doc	file	RcC1baoE2ovcGuxt4pZcLxMknbh	材料采集表-设备设施管理系统.doc	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-11-21/设备设施管理系统-源代码.docx	file	Kllob0qPmo5f1RxMt1vcCn25nbg	设备设施管理系统-源代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/综合定位引擎应用软件V1.0麒麟互认流程/测试视频.zip	file	C9jxbza3KoyzBNxhRn5cUvLLnuX	测试视频.zip	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/综合定位引擎应用软件V1.0麒麟互认流程/~$器软件产品测试报告模板-XX产品VXX与银河麒麟高级服务器操作系统(XX版)VXX适配认证测试报告-20240117.docx	file	Cu5bb2IIhoyALKx3wwscJ0vdnrg	~$器软件产品测试报告模板-XX产品VXX与银河麒麟高级服务器操作系统(XX版)VXX适配认证测试报告-20240117.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/综合定位引擎应用软件V1.0麒麟互认流程/~$麒麟系统镜像资源地址.xlsx	file	YZnRbxI2NomZaixFRAwc1kG5n0d	~$麒麟系统镜像资源地址.xlsx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/综合定位引擎应用软件V1.0麒麟互认流程/麒麟系统镜像资源地址.xlsx	file	SrmxbsUuxo89GjxfMnicTw0Enac	麒麟系统镜像资源地址.xlsx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/综合定位引擎应用软件V1.0麒麟互认流程/服务器软件产品测试报告模板-XX产品VXX与银河麒麟高级服务器操作系统(XX版)VXX适配认证测试报告-20240117.docx	file	IIaCb7B6ko0TemxSqC9cONJtnpb	服务器软件产品测试报告模板-XX产品VXX与银河麒麟高级服务器操作系统(XX版)VXX适配认证测试报告-20240117.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/综合定位引擎应用软件V1.0麒麟互认流程/银河麒麟服务器软件互认流程-综合定位系统.docx	file	CEb7bCbAFoItDSxO0cmcfvwfnKC	银河麒麟服务器软件互认流程-综合定位系统.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/2023-12-28/室内外高精度融合定位系统-操作手册.docx	file	HGnNbzbBjoFNfgxLeTtcnxz0nAg	室内外高精度融合定位系统-操作手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/2023-12-28/软硬件操作环境.xlsx	file	BPEzbxBPjoBYFbxkNBNcsXd7nRd	软硬件操作环境.xlsx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/2023-12-28/室内外高精度融合定位APP-源代码.pdf	file	K4t8bbmbwovsMQxU1fecj808nVb	室内外高精度融合定位APP-源代码.pdf	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/2023-12-28/室内外高精度融合定位系统-源代码.doc	file	B3r8b6ZYGoJAxPxE7TqcRqxRnpe	室内外高精度融合定位系统-源代码.doc	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/2023-12-28/室内外高精度融合定位APP-源代码.docx	file	ByVbbVUyeoWb4fx2fOWc9sPJn7g	室内外高精度融合定位APP-源代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/2023-12-28/室内外高精度融合定位系统-源代码.pdf	file	JE5Kb3PfyoNRcnxg6WhcHlXOnge	室内外高精度融合定位系统-源代码.pdf	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/2023-12-28/室内外高精度融合定位APP的操作手册.docx	file	Ei3db5OiJoTecMxrwJBczMTBnVd	室内外高精度融合定位APP的操作手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/ISO质量检测/软件开发信息采集表(1).docx	file	Sufwb6IgHoKQ7yxIjgIcpgZjnvh	软件开发信息采集表(1).docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/ISO质量检测/问题跟踪记录表.xls	file	OAyXbXyX8ok5Xlx3Kl3cEAoDnqb	问题跟踪记录表.xls	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/ISO质量检测/BUG记录.xlsx	file	SJ7ibdSWWoDZvex5bbScfQkBn3g	BUG记录.xlsx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/材料采集表-差分定位系统.doc	file	OlOtbRXGjotSyixTIFQc8916nXe	材料采集表-差分定位系统.doc	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/软著申请表-站坪高精度定位管理软件V1.0 MH-zpm.docx	file	PlZ5bgy8JoBaicx6jxkc6mE6nlh	软著申请表-站坪高精度定位管理软件V1.0 MH-zpm.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/差分定位系统使用手册.docx	file	WJXabKSRFoqo6CxjZqQcILE5n5X	差分定位系统使用手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/软著申请表-差分定位系统V1.0 MH-cfs.docx	file	ClbVbV763oX11PxvH9Zcj7TRn1g	软著申请表-差分定位系统V1.0 MH-cfs.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/材料采集表-货站高精度定位管理软件 MH-hzm.doc	file	RAxJbyndWohOV8x3HJ7cgJ1rnze	材料采集表-货站高精度定位管理软件 MH-hzm.doc	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/材料采集表-站坪高精度定位管理软件MH-zpm.doc	file	Am8wbdbjeoocIOx8HDZckspTnZe	材料采集表-站坪高精度定位管理软件MH-zpm.doc	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/差分定位系统.java	file	Kolxb0kJooOVtsxredZc0wPonZb	差分定位系统.java	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/货站高精度定位管理软件使用手册.docx	file	LXc1b69ScoVPUZxoyzbcKmqfnem	货站高精度定位管理软件使用手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/站坪高精度定位管理软件使用手册.docx	file	XeMEbDGwNoPcrvx1hQPclaHNndd	站坪高精度定位管理软件使用手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/货站高精度定位管理软件.java	file	Zwurbl16go1lBVxYmzwchzgdnSQ	货站高精度定位管理软件.java	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/软著申请表-货站高精度定位管理软件V1.0 MH-hzm.docx	file	T4u2bBDuhoTwSkxtC2lcY2Lnnbd	软著申请表-货站高精度定位管理软件V1.0 MH-hzm.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/站坪高精度定位管理软件.java	file	IVBlbrjGwo6OQqx5lfJctncfnDc	站坪高精度定位管理软件.java	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/铭航-2023-08-03/货站高精度定位管理软件使用手册.pdf	file	OP4ebmMLAoT0vjxyBwocILhnnge	货站高精度定位管理软件使用手册.pdf	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/2024-04-20/室内外高精度融合三维可视化定位系统--管理端.docx	file	DF9qbRLFUoyIHExPXnCcrf8NnJV	室内外高精度融合三维可视化定位系统--管理端.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/2024-01-21/核电数字化系统使用手册.docx	file	TH3bbG7tboCoKIxhE78cfw5gnNg	核电数字化系统使用手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/2024-01-21/材料采集表-核电数字化系统.doc	file	YV7Gb3WotoKmaYx06T6cyEPMnQg	材料采集表-核电数字化系统.doc	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/2024-01-21/核电数字化系统源代码.docx	file	KlYtbnoL2o1nujxISpUcuMTrn0e	核电数字化系统源代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/认证文件/.DS_Store	file	FKSnb2jaFozTBYxfNbzcFk8JnSg	.DS_Store	✅ 已迁移(文件)
云空间/莱讯科技/公司内部资料/软著的立项资料/2024年/化工厂人员管理系统V1.0/化工厂人员管理系统V1.0-源代码.docx	file	M5bUbNqIXomgPnxOizXc7EipnMd	化工厂人员管理系统V1.0-源代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2024年/化工厂人员管理系统V1.0/化工厂人员管理系统V1.0-操作手册.docx	file	OeJKbkq2YoqzW3xhxX5cIDnznwg	化工厂人员管理系统V1.0-操作手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2024年/位置管理SAAS云平台V2.0/位置管理SAAS云平台V2.0-源代码.docx	file	ZxFIbW5qxo6fJpxLT8acHTE0nXg	位置管理SAAS云平台V2.0-源代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2024年/位置管理SAAS云平台V2.0/位置管理SAAS云平台V2.0-操作手册.docx	file	T4w7bqFa8ohkhSxVoCncFWQynkg	位置管理SAAS云平台V2.0-操作手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2024年/仓库定位融合物资管理系统V1.0/仓库定位融合物资管理系统V1.0-源代码.docx	file	FYnMbrf1gocLskxR49AcwZ5enmf	仓库定位融合物资管理系统V1.0-源代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2024年/仓库定位融合物资管理系统V1.0/仓库定位融合物资管理系统V1.0-操作手册.docx	file	W5BdbZDqQomiGXxxo3rcy1SQnNb	仓库定位融合物资管理系统V1.0-操作手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2024年/工厂生产线物资追踪管理系统V1.0/工厂生产线物资追踪管理系统V1.0-源代码.docx	file	WMcMbB1UnoCeN2xhgQAc95b3nih	工厂生产线物资追踪管理系统V1.0-源代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2024年/工厂生产线物资追踪管理系统V1.0/工厂生产线物资追踪管理系统V1.0-操作手册.docx	file	P3PSbH0juoiqo7xewWOcGaIInff	工厂生产线物资追踪管理系统V1.0-操作手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2024年/港口自动化叉车运输管理系统V1.0/港口自动化叉车运输管理系统V1.0-源代码.docx	file	VnWsb9K9tos1PjxHUivcQ7mrnw0	港口自动化叉车运输管理系统V1.0-源代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2024年/港口自动化叉车运输管理系统V1.0/港口自动化叉车运输管理系统V1.0-操作手册.docx	file	L2PibhWcsoR39tx4iJsc0x0fnKd	港口自动化叉车运输管理系统V1.0-操作手册.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2024年/软著资料模板.xlsx	file	Gk4HbXb8Soa23yxymTZcsfMHnob	软著资料模板.xlsx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2024年/软著资料模板-副本.xlsx	file	C51GbkF5wo2NRJxrg0gcwP7Xn7g	软著资料模板-副本.xlsx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2023年/位置定位导航微信小程序V1.0/位置定位导航微信小程序V1.0-源代码.docx	file	FPj0bJzNaopyhMxXG3qcMqyanEb	位置定位导航微信小程序V1.0-源代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2023年/位置定位导航微信小程序V1.0/项目开发计划	docx	DgbqdfeNiovzd8xTToCcGlVNnSc	项目开发计划	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2023年/位置定位导航微信小程序V1.0/概要设计说明书	docx	GbRSdK0XuoC6tixt5qEcqps1nxM	概要设计说明书	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2023年/位置定位导航微信小程序V1.0/小程序SDK文档.md	file	TtLebIMNvoJAqVxUYPfcU5Hcn0g	小程序SDK文档.md	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2023年/位置定位导航微信小程序V1.0/小程序导航展示.mp4	file	W5gDbNxExoPGE7xsue5cGVMHnDb	小程序导航展示.mp4	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2023年/位置定位导航微信小程序V1.0/莱讯-实时定位导航小程序说明书.docx	file	BxtMbZSAjoiLamxwrZ2c8L5unVr	莱讯-实时定位导航小程序说明书.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2023年/位置管理SAAS云平台V1.0/位置管理SAAS云平台V1.0-源代码.docx	file	EpLkbjixTo5QqAxNqTVcFtjenag	位置管理SAAS云平台V1.0-源代码.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2023年/位置管理SAAS云平台V1.0/测试计划（软件）	docx	MoF4dwbFwoP41YxgOSdchiGEntc	测试计划（软件）	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2023年/位置管理SAAS云平台V1.0/项目开发计划	docx	O5shdgx8SobWpkxmpsnc93M8nVU	项目开发计划	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2023年/位置管理SAAS云平台V1.0/软件需求说明书	docx	Svj8dSSN2oopN9x9X16cMB5nn5e	软件需求说明书	✅ 已迁移(md)
云空间/莱讯科技/公司内部资料/软著的立项资料/2023年/位置管理SAAS云平台V1.0/管理系统用户手册v1.0	docx	FQXCdktqtoG72vxdYKzcEYU7ngb	管理系统用户手册v1.0	❌ 未迁移
云空间/莱讯科技/公司内部资料/软著的立项资料/2023年/位置管理SAAS云平台V1.0/人员定位系统软件项目软件设计书.pptx	file	J6HQb5QZToavSOxHrZwc2OxBnqf	人员定位系统软件项目软件设计书.pptx	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/13 验收确认报告	docx	CwTrdyjpIoh9CcxFymscde3Jnq6	13 验收确认报告	✅ 已迁移(md)
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/12 不合格品控制	docx	T3QGdYcAzog0aAxZZf1cZf00n1d	12 不合格品控制	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/11 软件开发评审报告	docx	Du9Id8cIxo2y70xnlUDcaeOVnZb	11 软件开发评审报告	✅ 已迁移(md)
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/7 项目开发计划	docx	GeJYde78Ao8wZ8xSAA4cLWmZnyh	7 项目开发计划	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/5 设计验证报告	docx	YbkHdX5zoopuh6xyFHOcNPHFndb	5 设计验证报告	✅ 已迁移(md)
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/6 设计评审报告	docx	INzqdLwScoX9e6xh8V0cje9qn4e	6 设计评审报告	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/4 详细设计说明书	docx	FIg3d3LSFoZPhBxS3iJcqmz0nGd	4 详细设计说明书	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/3 概要设计说明书	docx	G6tddkyauoTLnSxFtDscGR1unLe	3 概要设计说明书	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/2 软件需求评审报告	docx	TpH3dtU7LohydAxJnxZc7LJRnmh	2 软件需求评审报告	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/14 定位平台操作手册	docx	A2jXdJxm7o6ilNxFx8ac86MYndh	14 定位平台操作手册	✅ 已迁移(md)
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/10 产品测试报告	docx	J6mHd4C8EowkZGxMA2EccBXan4f	10 产品测试报告	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/9 测试计划	docx	IEg4dW054oGZjrxqRV4c4xuTnLc	9 测试计划	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/8 软件修改报告单	docx	SjGPdoHrioh736xMNz5c7en0nSd	8 软件修改报告单	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/0 软件项目资料	docx	Sk1fdcud4oXDO0xLblCcpKYDn1c	0 软件项目资料	✅ 已迁移(md)
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/江苏蓝策/1 软件需求说明书	docx	IyS9dCKazoK0l3xA8PjcfInynyd	1 软件需求说明书	✅ 已迁移(md)
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/洛阳项目/3 概要设计说明书.docx	file	V8i9bYujSopLoaxrGDPcQ5OxnBd	3 概要设计说明书.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/洛阳项目/7 软件修改报告单.docx	file	Lqgybgjyto51QBxOYVXciglfnqf	7 软件修改报告单.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/洛阳项目/13 管理系统用户手册v1.0.docx	file	ULhbbdJEZoAquvxWbDBcxE5lnDg	13 管理系统用户手册v1.0.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/洛阳项目/2 软件需求评审报告.docx	file	CoUnb1raZoyM9LxcFkPct51XnWh	2 软件需求评审报告.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/洛阳项目/1 软件需求说明书.docx	file	EZIUb0EaEo1iyExtmzgc5jjznvd	1 软件需求说明书.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/洛阳项目/4 设计验证报告.docx	file	FIG4brPEmorrSkxni18cAckin6w	4 设计验证报告.docx	❌ 未迁移
云空间/莱讯科技/公司内部资料/ISO9001质量体系认证/2025/洛阳项目/11 不合格品控制.docx	file	G7f5bX3vNoZp1AxRSp9ckivCn5e	11 不合格品控制.docx	❌ 未迁移
